N, 0, IBM, 10, 100, B, 0
N, 35547, IBM, 10, 100, S, 35547
N, 35548, IBM, 10, 100, S, 35548
N, 35549, IBM, 10, 100, S, 35549
N, 35550, IBM, 10, 100, S, 35550
N, 35551, IBM, 10, 100, S, 35551
N, 35552, IBM, 10, 100, S, 35552
N, 35553, IBM, 10, 100, S, 35553
N, 35554, IBM, 10, 100, S, 35554
N, 35555, IBM, 10, 100, S, 35555
N, 35556, IBM, 10, 100, S, 35556
N, 35557, IBM, 10, 100, S, 35557
N, 35558, IBM, 10, 100, S, 35558
N, 35559, IBM, 10, 100, S, 35559
N, 35560, IBM, 10, 100, S, 35560
N, 35561, IBM, 10, 100, S, 35561
N, 35562, IBM, 10, 100, S, 35562
N, 35563, IBM, 10, 100, S, 35563
N, 35564, IBM, 10, 100, S, 35564
N, 35565, IBM, 10, 100, S, 35565
N, 35566, IBM, 10, 100, S, 35566
N, 35567, IBM, 10, 100, S, 35567
N, 35568, IBM, 10, 100, S, 35568
N, 35569, IBM, 10, 100, S, 35569
N, 35570, IBM, 10, 100, S, 35570
N, 35571, IBM, 10, 100, S, 35571
N, 35572, IBM, 10, 100, S, 35572
N, 35573, IBM, 10, 100, S, 35573
N, 35574, IBM, 10, 100, S, 35574
N, 35575, IBM, 10, 100, S, 35575
N, 35576, IBM, 10, 100, S, 35576
N, 35577, IBM, 10, 100, S, 35577
N, 35578, IBM, 10, 100, S, 35578
N, 35579, IBM, 10, 100, S, 35579
N, 35580, IBM, 10, 100, S, 35580
N, 35581, IBM, 10, 100, S, 35581
N, 35582, IBM, 10, 100, S, 35582
N, 35583, IBM, 10, 100, S, 35583
N, 35584, IBM, 10, 100, S, 35584
N, 35585, IBM, 10, 100, S, 35585
N, 35586, IBM, 10, 100, S, 35586
N, 35587, IBM, 10, 100, S, 35587
N, 35588, IBM, 10, 100, S, 35588
N, 35589, IBM, 10, 100, S, 35589
N, 35590, IBM, 10, 100, S, 35590
N, 35591, IBM, 10, 100, S, 35591
N, 35592, IBM, 10, 100, S, 35592
N, 35593, IBM, 10, 100, S, 35593
N, 35594, IBM, 10, 100, S, 35594
N, 35595, IBM, 10, 100, S, 35595
N, 35596, IBM, 10, 100, S, 35596
N, 35597, IBM, 10, 100, S, 35597
N, 35598, IBM, 10, 100, S, 35598
N, 35599, IBM, 10, 100, S, 35599
N, 35600, IBM, 10, 100, S, 35600
N, 35601, IBM, 10, 100, S, 35601
N, 35602, IBM, 10, 100, S, 35602
N, 35603, IBM, 10, 100, S, 35603
N, 35604, IBM, 10, 100, S, 35604
N, 35605, IBM, 10, 100, S, 35605
N, 35606, IBM, 10, 100, S, 35606
N, 35607, IBM, 10, 100, S, 35607
N, 35608, IBM, 10, 100, S, 35608
N, 35609, IBM, 10, 100, S, 35609
N, 35610, IBM, 10, 100, S, 35610
N, 35611, IBM, 10, 100, S, 35611
N, 35612, IBM, 10, 100, S, 35612
N, 35613, IBM, 10, 100, S, 35613
N, 35614, IBM, 10, 100, S, 35614
N, 35615, IBM, 10, 100, S, 35615
N, 35616, IBM, 10, 100, S, 35616
N, 35617, IBM, 10, 100, S, 35617
N, 35618, IBM, 10, 100, S, 35618
N, 35619, IBM, 10, 100, S, 35619
N, 35620, IBM, 10, 100, S, 35620
N, 35621, IBM, 10, 100, S, 35621
N, 35622, IBM, 10, 100, S, 35622
N, 35623, IBM, 10, 100, S, 35623
N, 35624, IBM, 10, 100, S, 35624
N, 35625, IBM, 10, 100, S, 35625
N, 35626, IBM, 10, 100, S, 35626
N, 35627, IBM, 10, 100, S, 35627
N, 35628, IBM, 10, 100, S, 35628
N, 35629, IBM, 10, 100, S, 35629
N, 35630, IBM, 10, 100, S, 35630
N, 35631, IBM, 10, 100, S, 35631
N, 35632, IBM, 10, 100, S, 35632
N, 35633, IBM, 10, 100, S, 35633
N, 35634, IBM, 10, 100, S, 35634
N, 35635, IBM, 10, 100, S, 35635
N, 35636, IBM, 10, 100, S, 35636
N, 35637, IBM, 10, 100, S, 35637
N, 35638, IBM, 10, 100, S, 35638
N, 35639, IBM, 10, 100, S, 35639
N, 35640, IBM, 10, 100, S, 35640
N, 35641, IBM, 10, 100, S, 35641
N, 35642, IBM, 10, 100, S, 35642
N, 35643, IBM, 10, 100, S, 35643
N, 35644, IBM, 10, 100, S, 35644
N, 35645, IBM, 10, 100, S, 35645
N, 35646, IBM, 10, 100, S, 35646
N, 35647, IBM, 10, 100, S, 35647
N, 35648, IBM, 10, 100, S, 35648
N, 35649, IBM, 10, 100, S, 35649
N, 35650, IBM, 10, 100, S, 35650
N, 35651, IBM, 10, 100, S, 35651
N, 35652, IBM, 10, 100, S, 35652
N, 35653, IBM, 10, 100, S, 35653
N, 35654, IBM, 10, 100, S, 35654
N, 35655, IBM, 10, 100, S, 35655
N, 35656, IBM, 10, 100, S, 35656
N, 35657, IBM, 10, 100, S, 35657
N, 35658, IBM, 10, 100, S, 35658
N, 35659, IBM, 10, 100, S, 35659
N, 35660, IBM, 10, 100, S, 35660
N, 35661, IBM, 10, 100, S, 35661
N, 35662, IBM, 10, 100, S, 35662
N, 35663, IBM, 10, 100, S, 35663
N, 35664, IBM, 10, 100, S, 35664
N, 35665, IBM, 10, 100, S, 35665
N, 35666, IBM, 10, 100, S, 35666
N, 35667, IBM, 10, 100, S, 35667
N, 35668, IBM, 10, 100, S, 35668
N, 35669, IBM, 10, 100, S, 35669
N, 35670, IBM, 10, 100, S, 35670
N, 35671, IBM, 10, 100, S, 35671
N, 35672, IBM, 10, 100, S, 35672
N, 35673, IBM, 10, 100, S, 35673
N, 35674, IBM, 10, 100, S, 35674
N, 35675, IBM, 10, 100, S, 35675
N, 35676, IBM, 10, 100, S, 35676
N, 35677, IBM, 10, 100, S, 35677
N, 35678, IBM, 10, 100, S, 35678
N, 35679, IBM, 10, 100, S, 35679
N, 35680, IBM, 10, 100, S, 35680
N, 35681, IBM, 10, 100, S, 35681
N, 35682, IBM, 10, 100, S, 35682
N, 35683, IBM, 10, 100, S, 35683
N, 35684, IBM, 10, 100, S, 35684
N, 35685, IBM, 10, 100, S, 35685
N, 35686, IBM, 10, 100, S, 35686
N, 35687, IBM, 10, 100, S, 35687
N, 35688, IBM, 10, 100, S, 35688
N, 35689, IBM, 10, 100, S, 35689
N, 35690, IBM, 10, 100, S, 35690
N, 35691, IBM, 10, 100, S, 35691
N, 35692, IBM, 10, 100, S, 35692
N, 35693, IBM, 10, 100, S, 35693
N, 35694, IBM, 10, 100, S, 35694
N, 35695, IBM, 10, 100, S, 35695
N, 35696, IBM, 10, 100, S, 35696
N, 35697, IBM, 10, 100, S, 35697
N, 35698, IBM, 10, 100, S, 35698
N, 35699, IBM, 10, 100, S, 35699
N, 35700, IBM, 10, 100, S, 35700
N, 35701, IBM, 10, 100, S, 35701
N, 35702, IBM, 10, 100, S, 35702
N, 35703, IBM, 10, 100, S, 35703
N, 35704, IBM, 10, 100, S, 35704
N, 35705, IBM, 10, 100, S, 35705
N, 35706, IBM, 10, 100, S, 35706
N, 35707, IBM, 10, 100, S, 35707
N, 35708, IBM, 10, 100, S, 35708
N, 35709, IBM, 10, 100, S, 35709
N, 35710, IBM, 10, 100, S, 35710
N, 35711, IBM, 10, 100, S, 35711
N, 35712, IBM, 10, 100, S, 35712
N, 35713, IBM, 10, 100, S, 35713
N, 35714, IBM, 10, 100, S, 35714
N, 35715, IBM, 10, 100, S, 35715
N, 35716, IBM, 10, 100, S, 35716
N, 35717, IBM, 10, 100, S, 35717
N, 35718, IBM, 10, 100, S, 35718
N, 35719, IBM, 10, 100, S, 35719
N, 35720, IBM, 10, 100, S, 35720
N, 35721, IBM, 10, 100, S, 35721
N, 35722, IBM, 10, 100, S, 35722
N, 35723, IBM, 10, 100, S, 35723
N, 35724, IBM, 10, 100, S, 35724
N, 35725, IBM, 10, 100, S, 35725
N, 35726, IBM, 10, 100, S, 35726
N, 35727, IBM, 10, 100, S, 35727
N, 35728, IBM, 10, 100, S, 35728
N, 35729, IBM, 10, 100, S, 35729
N, 35730, IBM, 10, 100, S, 35730
N, 35731, IBM, 10, 100, S, 35731
N, 35732, IBM, 10, 100, S, 35732
N, 35733, IBM, 10, 100, S, 35733
N, 35734, IBM, 10, 100, S, 35734
N, 35735, IBM, 10, 100, S, 35735
N, 35736, IBM, 10, 100, S, 35736
N, 35737, IBM, 10, 100, S, 35737
N, 35738, IBM, 10, 100, S, 35738
N, 35739, IBM, 10, 100, S, 35739
N, 35740, IBM, 10, 100, S, 35740
N, 35741, IBM, 10, 100, S, 35741
N, 35742, IBM, 10, 100, S, 35742
N, 35743, IBM, 10, 100, S, 35743
N, 35744, IBM, 10, 100, S, 35744
N, 35745, IBM, 10, 100, S, 35745
N, 35746, IBM, 10, 100, S, 35746
N, 35747, IBM, 10, 100, S, 35747
N, 35748, IBM, 10, 100, S, 35748
N, 35749, IBM, 10, 100, S, 35749
N, 35750, IBM, 10, 100, S, 35750
N, 35751, IBM, 10, 100, S, 35751
N, 35752, IBM, 10, 100, S, 35752
N, 35753, IBM, 10, 100, S, 35753
N, 35754, IBM, 10, 100, S, 35754
N, 35755, IBM, 10, 100, S, 35755
N, 35756, IBM, 10, 100, S, 35756
N, 35757, IBM, 10, 100, S, 35757
N, 35758, IBM, 10, 100, S, 35758
N, 35759, IBM, 10, 100, S, 35759
N, 35760, IBM, 10, 100, S, 35760
N, 35761, IBM, 10, 100, S, 35761
N, 35762, IBM, 10, 100, S, 35762
N, 35763, IBM, 10, 100, S, 35763
N, 35764, IBM, 10, 100, S, 35764
N, 35765, IBM, 10, 100, S, 35765
N, 35766, IBM, 10, 100, S, 35766
N, 35767, IBM, 10, 100, S, 35767
N, 35768, IBM, 10, 100, S, 35768
N, 35769, IBM, 10, 100, S, 35769
N, 35770, IBM, 10, 100, S, 35770
N, 35771, IBM, 10, 100, S, 35771
N, 35772, IBM, 10, 100, S, 35772
N, 35773, IBM, 10, 100, S, 35773
N, 35774, IBM, 10, 100, S, 35774
N, 35775, IBM, 10, 100, S, 35775
N, 35776, IBM, 10, 100, S, 35776
N, 35777, IBM, 10, 100, S, 35777
N, 35778, IBM, 10, 100, S, 35778
N, 35779, IBM, 10, 100, S, 35779
N, 35780, IBM, 10, 100, S, 35780
N, 35781, IBM, 10, 100, S, 35781
N, 35782, IBM, 10, 100, S, 35782
N, 35783, IBM, 10, 100, S, 35783
N, 35784, IBM, 10, 100, S, 35784
N, 35785, IBM, 10, 100, S, 35785
N, 35786, IBM, 10, 100, S, 35786
N, 35787, IBM, 10, 100, S, 35787
N, 35788, IBM, 10, 100, S, 35788
N, 35789, IBM, 10, 100, S, 35789
N, 35790, IBM, 10, 100, S, 35790
N, 35791, IBM, 10, 100, S, 35791
N, 35792, IBM, 10, 100, S, 35792
N, 35793, IBM, 10, 100, S, 35793
N, 35794, IBM, 10, 100, S, 35794
N, 35795, IBM, 10, 100, S, 35795
N, 35796, IBM, 10, 100, S, 35796
N, 35797, IBM, 10, 100, S, 35797
N, 35798, IBM, 10, 100, S, 35798
N, 35799, IBM, 10, 100, S, 35799
N, 35800, IBM, 10, 100, S, 35800
N, 35801, IBM, 10, 100, S, 35801
N, 35802, IBM, 10, 100, S, 35802
N, 35803, IBM, 10, 100, S, 35803
N, 35804, IBM, 10, 100, S, 35804
N, 35805, IBM, 10, 100, S, 35805
N, 35806, IBM, 10, 100, S, 35806
N, 35807, IBM, 10, 100, S, 35807
N, 35808, IBM, 10, 100, S, 35808
N, 35809, IBM, 10, 100, S, 35809
N, 35810, IBM, 10, 100, S, 35810
N, 35811, IBM, 10, 100, S, 35811
N, 35812, IBM, 10, 100, S, 35812
N, 35813, IBM, 10, 100, S, 35813
N, 35814, IBM, 10, 100, S, 35814
N, 35815, IBM, 10, 100, S, 35815
N, 35816, IBM, 10, 100, S, 35816
N, 35817, IBM, 10, 100, S, 35817
N, 35818, IBM, 10, 100, S, 35818
N, 35819, IBM, 10, 100, S, 35819
N, 35820, IBM, 10, 100, S, 35820
N, 35821, IBM, 10, 100, S, 35821
N, 35822, IBM, 10, 100, S, 35822
N, 35823, IBM, 10, 100, S, 35823
N, 35824, IBM, 10, 100, S, 35824
N, 35825, IBM, 10, 100, S, 35825
N, 35826, IBM, 10, 100, S, 35826
N, 35827, IBM, 10, 100, S, 35827
N, 35828, IBM, 10, 100, S, 35828
N, 35829, IBM, 10, 100, S, 35829
N, 35830, IBM, 10, 100, S, 35830
N, 35831, IBM, 10, 100, S, 35831
N, 35832, IBM, 10, 100, S, 35832
N, 35833, IBM, 10, 100, S, 35833
N, 35834, IBM, 10, 100, S, 35834
N, 35835, IBM, 10, 100, S, 35835
N, 35836, IBM, 10, 100, S, 35836
N, 35837, IBM, 10, 100, S, 35837
N, 35838, IBM, 10, 100, S, 35838
N, 35839, IBM, 10, 100, S, 35839
N, 35840, IBM, 10, 100, S, 35840
N, 35841, IBM, 10, 100, S, 35841
N, 35842, IBM, 10, 100, S, 35842
N, 35843, IBM, 10, 100, S, 35843
N, 35844, IBM, 10, 100, S, 35844
N, 35845, IBM, 10, 100, S, 35845
N, 35846, IBM, 10, 100, S, 35846
N, 35847, IBM, 10, 100, S, 35847
N, 35848, IBM, 10, 100, S, 35848
N, 35849, IBM, 10, 100, S, 35849
N, 35850, IBM, 10, 100, S, 35850
N, 35851, IBM, 10, 100, S, 35851
N, 35852, IBM, 10, 100, S, 35852
N, 35853, IBM, 10, 100, S, 35853
N, 35854, IBM, 10, 100, S, 35854
N, 35855, IBM, 10, 100, S, 35855
N, 35856, IBM, 10, 100, S, 35856
N, 35857, IBM, 10, 100, S, 35857
N, 35858, IBM, 10, 100, S, 35858
N, 35859, IBM, 10, 100, S, 35859
N, 35860, IBM, 10, 100, S, 35860
N, 35861, IBM, 10, 100, S, 35861
N, 35862, IBM, 10, 100, S, 35862
N, 35863, IBM, 10, 100, S, 35863
N, 35864, IBM, 10, 100, S, 35864
N, 35865, IBM, 10, 100, S, 35865
N, 35866, IBM, 10, 100, S, 35866
N, 35867, IBM, 10, 100, S, 35867
N, 35868, IBM, 10, 100, S, 35868
N, 35869, IBM, 10, 100, S, 35869
N, 35870, IBM, 10, 100, S, 35870
N, 35871, IBM, 10, 100, S, 35871
N, 35872, IBM, 10, 100, S, 35872
N, 35873, IBM, 10, 100, S, 35873
N, 35874, IBM, 10, 100, S, 35874
N, 35875, IBM, 10, 100, S, 35875
N, 35876, IBM, 10, 100, S, 35876
N, 35877, IBM, 10, 100, S, 35877
N, 35878, IBM, 10, 100, S, 35878
N, 35879, IBM, 10, 100, S, 35879
N, 35880, IBM, 10, 100, S, 35880
N, 35881, IBM, 10, 100, S, 35881
N, 35882, IBM, 10, 100, S, 35882
N, 35883, IBM, 10, 100, S, 35883
N, 35884, IBM, 10, 100, S, 35884
N, 35885, IBM, 10, 100, S, 35885
N, 35886, IBM, 10, 100, S, 35886
N, 35887, IBM, 10, 100, S, 35887
N, 35888, IBM, 10, 100, S, 35888
N, 35889, IBM, 10, 100, S, 35889
N, 35890, IBM, 10, 100, S, 35890
N, 35891, IBM, 10, 100, S, 35891
N, 35892, IBM, 10, 100, S, 35892
N, 35893, IBM, 10, 100, S, 35893
N, 35894, IBM, 10, 100, S, 35894
N, 35895, IBM, 10, 100, S, 35895
N, 35896, IBM, 10, 100, S, 35896
N, 35897, IBM, 10, 100, S, 35897
N, 35898, IBM, 10, 100, S, 35898
N, 35899, IBM, 10, 100, S, 35899
N, 35900, IBM, 10, 100, S, 35900
N, 35901, IBM, 10, 100, S, 35901
N, 35902, IBM, 10, 100, S, 35902
N, 35903, IBM, 10, 100, S, 35903
N, 35904, IBM, 10, 100, S, 35904
N, 35905, IBM, 10, 100, S, 35905
N, 35906, IBM, 10, 100, S, 35906
N, 35907, IBM, 10, 100, S, 35907
N, 35908, IBM, 10, 100, S, 35908
N, 35909, IBM, 10, 100, S, 35909
N, 35910, IBM, 10, 100, S, 35910
N, 35911, IBM, 10, 100, S, 35911
N, 35912, IBM, 10, 100, S, 35912
N, 35913, IBM, 10, 100, S, 35913
N, 35914, IBM, 10, 100, S, 35914
N, 35915, IBM, 10, 100, S, 35915
N, 35916, IBM, 10, 100, S, 35916
N, 35917, IBM, 10, 100, S, 35917
N, 35918, IBM, 10, 100, S, 35918
N, 35919, IBM, 10, 100, S, 35919
N, 35920, IBM, 10, 100, S, 35920
N, 35921, IBM, 10, 100, S, 35921
N, 35922, IBM, 10, 100, S, 35922
N, 35923, IBM, 10, 100, S, 35923
N, 35924, IBM, 10, 100, S, 35924
N, 35925, IBM, 10, 100, S, 35925
N, 35926, IBM, 10, 100, S, 35926
N, 35927, IBM, 10, 100, S, 35927
N, 35928, IBM, 10, 100, S, 35928
N, 35929, IBM, 10, 100, S, 35929
N, 35930, IBM, 10, 100, S, 35930
N, 35931, IBM, 10, 100, S, 35931
N, 35932, IBM, 10, 100, S, 35932
N, 35933, IBM, 10, 100, S, 35933
N, 35934, IBM, 10, 100, S, 35934
N, 35935, IBM, 10, 100, S, 35935
N, 35936, IBM, 10, 100, S, 35936
N, 35937, IBM, 10, 100, S, 35937
N, 35938, IBM, 10, 100, S, 35938
N, 35939, IBM, 10, 100, S, 35939
N, 35940, IBM, 10, 100, S, 35940
N, 35941, IBM, 10, 100, S, 35941
N, 35942, IBM, 10, 100, S, 35942
N, 35943, IBM, 10, 100, S, 35943
N, 35944, IBM, 10, 100, S, 35944
N, 35945, IBM, 10, 100, S, 35945
N, 35946, IBM, 10, 100, S, 35946
N, 35947, IBM, 10, 100, S, 35947
N, 35948, IBM, 10, 100, S, 35948
N, 35949, IBM, 10, 100, S, 35949
N, 35950, IBM, 10, 100, S, 35950
N, 35951, IBM, 10, 100, S, 35951
N, 35952, IBM, 10, 100, S, 35952
N, 35953, IBM, 10, 100, S, 35953
N, 35954, IBM, 10, 100, S, 35954
N, 35955, IBM, 10, 100, S, 35955
N, 35956, IBM, 10, 100, S, 35956
N, 35957, IBM, 10, 100, S, 35957
N, 35958, IBM, 10, 100, S, 35958
N, 35959, IBM, 10, 100, S, 35959
N, 35960, IBM, 10, 100, S, 35960
N, 35961, IBM, 10, 100, S, 35961
N, 35962, IBM, 10, 100, S, 35962
N, 35963, IBM, 10, 100, S, 35963
N, 35964, IBM, 10, 100, S, 35964
N, 35965, IBM, 10, 100, S, 35965
N, 35966, IBM, 10, 100, S, 35966
N, 35967, IBM, 10, 100, S, 35967
N, 35968, IBM, 10, 100, S, 35968
N, 35969, IBM, 10, 100, S, 35969
N, 35970, IBM, 10, 100, S, 35970
N, 35971, IBM, 10, 100, S, 35971
N, 35972, IBM, 10, 100, S, 35972
N, 35973, IBM, 10, 100, S, 35973
N, 35974, IBM, 10, 100, S, 35974
N, 35975, IBM, 10, 100, S, 35975
N, 35976, IBM, 10, 100, S, 35976
N, 35977, IBM, 10, 100, S, 35977
N, 35978, IBM, 10, 100, S, 35978
N, 35979, IBM, 10, 100, S, 35979
N, 35980, IBM, 10, 100, S, 35980
N, 35981, IBM, 10, 100, S, 35981
N, 35982, IBM, 10, 100, S, 35982
N, 35983, IBM, 10, 100, S, 35983
N, 35984, IBM, 10, 100, S, 35984
N, 35985, IBM, 10, 100, S, 35985
N, 35986, IBM, 10, 100, S, 35986
N, 35987, IBM, 10, 100, S, 35987
N, 35988, IBM, 10, 100, S, 35988
N, 35989, IBM, 10, 100, S, 35989
N, 35990, IBM, 10, 100, S, 35990
N, 35991, IBM, 10, 100, S, 35991
N, 35992, IBM, 10, 100, S, 35992
N, 35993, IBM, 10, 100, S, 35993
N, 35994, IBM, 10, 100, S, 35994
N, 35995, IBM, 10, 100, S, 35995
N, 35996, IBM, 10, 100, S, 35996
N, 35997, IBM, 10, 100, S, 35997
N, 35998, IBM, 10, 100, S, 35998
N, 35999, IBM, 10, 100, S, 35999
N, 36000, IBM, 10, 100, S, 36000
N, 36001, IBM, 10, 100, S, 36001
N, 36002, IBM, 10, 100, S, 36002
N, 36003, IBM, 10, 100, S, 36003
N, 36004, IBM, 10, 100, S, 36004
N, 36005, IBM, 10, 100, S, 36005
N, 36006, IBM, 10, 100, S, 36006
N, 36007, IBM, 10, 100, S, 36007
N, 36008, IBM, 10, 100, S, 36008
N, 36009, IBM, 10, 100, S, 36009
N, 36010, IBM, 10, 100, S, 36010
N, 36011, IBM, 10, 100, S, 36011
N, 36012, IBM, 10, 100, S, 36012
N, 36013, IBM, 10, 100, S, 36013
N, 36014, IBM, 10, 100, S, 36014
N, 36015, IBM, 10, 100, S, 36015
N, 36016, IBM, 10, 100, S, 36016
N, 36017, IBM, 10, 100, S, 36017
N, 36018, IBM, 10, 100, S, 36018
N, 36019, IBM, 10, 100, S, 36019
N, 36020, IBM, 10, 100, S, 36020
N, 36021, IBM, 10, 100, S, 36021
N, 36022, IBM, 10, 100, S, 36022
N, 36023, IBM, 10, 100, S, 36023
N, 36024, IBM, 10, 100, S, 36024
N, 36025, IBM, 10, 100, S, 36025
N, 36026, IBM, 10, 100, S, 36026
N, 36027, IBM, 10, 100, S, 36027
N, 36028, IBM, 10, 100, S, 36028
N, 36029, IBM, 10, 100, S, 36029
N, 36030, IBM, 10, 100, S, 36030
N, 36031, IBM, 10, 100, S, 36031
N, 36032, IBM, 10, 100, S, 36032
N, 36033, IBM, 10, 100, S, 36033
N, 36034, IBM, 10, 100, S, 36034
N, 36035, IBM, 10, 100, S, 36035
N, 36036, IBM, 10, 100, S, 36036
N, 36037, IBM, 10, 100, S, 36037
N, 36038, IBM, 10, 100, S, 36038
N, 36039, IBM, 10, 100, S, 36039
N, 36040, IBM, 10, 100, S, 36040
N, 36041, IBM, 10, 100, S, 36041
N, 36042, IBM, 10, 100, S, 36042
N, 36043, IBM, 10, 100, S, 36043
N, 36044, IBM, 10, 100, S, 36044
N, 36045, IBM, 10, 100, S, 36045
N, 36046, IBM, 10, 100, S, 36046
N, 36047, IBM, 10, 100, S, 36047
N, 36048, IBM, 10, 100, S, 36048
N, 36049, IBM, 10, 100, S, 36049
N, 36050, IBM, 10, 100, S, 36050
N, 36051, IBM, 10, 100, S, 36051
N, 36052, IBM, 10, 100, S, 36052
N, 36053, IBM, 10, 100, S, 36053
N, 36054, IBM, 10, 100, S, 36054
N, 36055, IBM, 10, 100, S, 36055
N, 36056, IBM, 10, 100, S, 36056
N, 36057, IBM, 10, 100, S, 36057
N, 36058, IBM, 10, 100, S, 36058
N, 36059, IBM, 10, 100, S, 36059
N, 36060, IBM, 10, 100, S, 36060
N, 36061, IBM, 10, 100, S, 36061
N, 36062, IBM, 10, 100, S, 36062
N, 36063, IBM, 10, 100, S, 36063
N, 36064, IBM, 10, 100, S, 36064
N, 36065, IBM, 10, 100, S, 36065
N, 36066, IBM, 10, 100, S, 36066
N, 36067, IBM, 10, 100, S, 36067
N, 36068, IBM, 10, 100, S, 36068
N, 36069, IBM, 10, 100, S, 36069
N, 36070, IBM, 10, 100, S, 36070
N, 36071, IBM, 10, 100, S, 36071
N, 36072, IBM, 10, 100, S, 36072
N, 36073, IBM, 10, 100, S, 36073
N, 36074, IBM, 10, 100, S, 36074
N, 36075, IBM, 10, 100, S, 36075
N, 36076, IBM, 10, 100, S, 36076
N, 36077, IBM, 10, 100, S, 36077
N, 36078, IBM, 10, 100, S, 36078
N, 36079, IBM, 10, 100, S, 36079
N, 36080, IBM, 10, 100, S, 36080
N, 36081, IBM, 10, 100, S, 36081
N, 36082, IBM, 10, 100, S, 36082
N, 36083, IBM, 10, 100, S, 36083
N, 36084, IBM, 10, 100, S, 36084
N, 36085, IBM, 10, 100, S, 36085
N, 36086, IBM, 10, 100, S, 36086
N, 36087, IBM, 10, 100, S, 36087
N, 36088, IBM, 10, 100, S, 36088
N, 36089, IBM, 10, 100, S, 36089
N, 36090, IBM, 10, 100, S, 36090
N, 36091, IBM, 10, 100, S, 36091
N, 36092, IBM, 10, 100, S, 36092
N, 36093, IBM, 10, 100, S, 36093
N, 36094, IBM, 10, 100, S, 36094
N, 36095, IBM, 10, 100, S, 36095
N, 36096, IBM, 10, 100, S, 36096
N, 36097, IBM, 10, 100, S, 36097
N, 36098, IBM, 10, 100, S, 36098
N, 36099, IBM, 10, 100, S, 36099
N, 36100, IBM, 10, 100, S, 36100
N, 36101, IBM, 10, 100, S, 36101
N, 36102, IBM, 10, 100, S, 36102
N, 36103, IBM, 10, 100, S, 36103
N, 36104, IBM, 10, 100, S, 36104
N, 36105, IBM, 10, 100, S, 36105
N, 36106, IBM, 10, 100, S, 36106
N, 36107, IBM, 10, 100, S, 36107
N, 36108, IBM, 10, 100, S, 36108
N, 36109, IBM, 10, 100, S, 36109
N, 36110, IBM, 10, 100, S, 36110
N, 36111, IBM, 10, 100, S, 36111
N, 36112, IBM, 10, 100, S, 36112
N, 36113, IBM, 10, 100, S, 36113
N, 36114, IBM, 10, 100, S, 36114
N, 36115, IBM, 10, 100, S, 36115
N, 36116, IBM, 10, 100, S, 36116
N, 36117, IBM, 10, 100, S, 36117
N, 36118, IBM, 10, 100, S, 36118
N, 36119, IBM, 10, 100, S, 36119
N, 36120, IBM, 10, 100, S, 36120
N, 36121, IBM, 10, 100, S, 36121
N, 36122, IBM, 10, 100, S, 36122
N, 36123, IBM, 10, 100, S, 36123
N, 36124, IBM, 10, 100, S, 36124
N, 36125, IBM, 10, 100, S, 36125
N, 36126, IBM, 10, 100, S, 36126
N, 36127, IBM, 10, 100, S, 36127
N, 36128, IBM, 10, 100, S, 36128
N, 36129, IBM, 10, 100, S, 36129
N, 36130, IBM, 10, 100, S, 36130
N, 36131, IBM, 10, 100, S, 36131
N, 36132, IBM, 10, 100, S, 36132
N, 36133, IBM, 10, 100, S, 36133
N, 36134, IBM, 10, 100, S, 36134
N, 36135, IBM, 10, 100, S, 36135
N, 36136, IBM, 10, 100, S, 36136
N, 36137, IBM, 10, 100, S, 36137
N, 36138, IBM, 10, 100, S, 36138
N, 36139, IBM, 10, 100, S, 36139
N, 36140, IBM, 10, 100, S, 36140
N, 36141, IBM, 10, 100, S, 36141
N, 36142, IBM, 10, 100, S, 36142
N, 36143, IBM, 10, 100, S, 36143
N, 36144, IBM, 10, 100, S, 36144
N, 36145, IBM, 10, 100, S, 36145
N, 36146, IBM, 10, 100, S, 36146
N, 36147, IBM, 10, 100, S, 36147
N, 36148, IBM, 10, 100, S, 36148
N, 36149, IBM, 10, 100, S, 36149
N, 36150, IBM, 10, 100, S, 36150
N, 36151, IBM, 10, 100, S, 36151
N, 36152, IBM, 10, 100, S, 36152
N, 36153, IBM, 10, 100, S, 36153
N, 36154, IBM, 10, 100, S, 36154
N, 36155, IBM, 10, 100, S, 36155
N, 36156, IBM, 10, 100, S, 36156
N, 36157, IBM, 10, 100, S, 36157
N, 36158, IBM, 10, 100, S, 36158
N, 36159, IBM, 10, 100, S, 36159
N, 36160, IBM, 10, 100, S, 36160
N, 36161, IBM, 10, 100, S, 36161
N, 36162, IBM, 10, 100, S, 36162
N, 36163, IBM, 10, 100, S, 36163
N, 36164, IBM, 10, 100, S, 36164
N, 36165, IBM, 10, 100, S, 36165
N, 36166, IBM, 10, 100, S, 36166
N, 36167, IBM, 10, 100, S, 36167
N, 36168, IBM, 10, 100, S, 36168
N, 36169, IBM, 10, 100, S, 36169
N, 36170, IBM, 10, 100, S, 36170
N, 36171, IBM, 10, 100, S, 36171
N, 36172, IBM, 10, 100, S, 36172
N, 36173, IBM, 10, 100, S, 36173
N, 36174, IBM, 10, 100, S, 36174
N, 36175, IBM, 10, 100, S, 36175
N, 36176, IBM, 10, 100, S, 36176
N, 36177, IBM, 10, 100, S, 36177
N, 36178, IBM, 10, 100, S, 36178
N, 36179, IBM, 10, 100, S, 36179
N, 36180, IBM, 10, 100, S, 36180
N, 36181, IBM, 10, 100, S, 36181
